date,jackpot_eur,jackpot_won,jackpot_winners,source
2023-05-21,2279849,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-24,3220249,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-28,4393889,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-31,5604516,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-04,7288891,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-07,645326,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-11,1444169,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-14,2277047,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-18,3336297,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-21,4429466,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-25,5814067,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-06-28,620766,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-02,1500715,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-05,2372281,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-09,3448040,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-12,4623293,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-14,638367,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-16,1314529,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-19,1081048,1,2,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-23,762452,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-26,1533742,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-07-30,737304,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-02,1545535,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-06,754340,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-09,1544019,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-11,2297185,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-13,3095940,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-16,4140410,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-20,5566617,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-23,642847,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-27,1505337,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-08-30,644825,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-03,1572063,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-06,646089,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-08,1307572,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-10,2036353,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-13,616959,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-17,1498541,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-20,2370416,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-24,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-09-27,614939,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-01,1507919,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-04,2416315,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-08,1791189,1,2,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-11,637163,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-13,1345054,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-15,2097775,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-18,3071761,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-22,733715,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-25,1549396,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-10-29,2493472,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-01,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-05,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-08,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-10,567246,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-12,1212547,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-15,2017792,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-19,709759,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-22,1457099,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-26,2384579,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-11-29,3381585,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-03,1557404,1,3,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-06,642730,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-10,739309,1,2,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-13,500000,1,2,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-17,753331,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-20,1567330,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-24,2775923,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-27,3669049,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-12-31,5362714,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2024-01-03,650998,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-07,761132,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-10,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-12,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-14,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-17,612046,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-21,1477457,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-24,2341900,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-28,3502080,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-01-31,4775762,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-04,2174563,1,3,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-07,666948,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-09,1351998,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-11,2109938,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-14,3121348,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-18,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-21,639945,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-25,1533118,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-02-28,2415635,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-03,751347,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-06,1529607,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-08,2280898,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-10,3113259,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-13,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-17,713496,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-20,725580,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-24,704316,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-27,1457259,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-03-31,2488482,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-03,3420883,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-07,4715840,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-10,618137,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-12,1248595,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-14,1948313,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-17,2895503,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-21,4180927,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-24,5647287,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-04-28,7535657,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-01,609018,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-05,1494861,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-08,2412750,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-12,1731811,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-15,628829,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-17,1287097,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-19,1005392,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-22,562191,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-26,1388121,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-05-29,612758,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-02,1424048,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-05,609787,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-09,1454881,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-12,2292944,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-16,701721,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-19,1399752,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-23,677921,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-26,1376374,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-06-30,2285305,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-03,3252056,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-07,4507850,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-10,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-12,537046,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-14,576694,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-17,717143,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-21,1694961,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-24,710463,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-28,1664061,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-07-31,2633955,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-04,3953610,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-07,600000,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-09,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-11,675085,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-14,1517895,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-18,2543364,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-21,3684002,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-25,1732889,1,3,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-08-28,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-01,884744,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-04,1762419,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-08,2908537,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-11,4112231,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-13,5290419,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-15,6536316,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-18,8492148,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-22,11152282,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-25,737970,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-09-29,1753743,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-02,2770963,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-06,4129970,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-09,5533572,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-11,6871809,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-13,8396843,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-16,10887160,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-20,897467,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-23,1785420,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-27,2867162,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-10-30,772809,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-03,1785560,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-06,757360,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-08,1545786,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-10,2413735,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-13,3549022,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-17,5075162,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-20,741315,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-24,1753594,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-11-27,2764073,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-01,4158515,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-04,5614831,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-08,7500529,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-11,9625763,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-15,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-18,796903,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-22,955593,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-25,600000,1,2,win2day:NN_W2D_STAT_Lotto_2024.csv
2024-12-29,867140,0,,win2day:NN_W2D_STAT_Lotto_2024.csv
2025-01-01,1908002,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-05,3115592,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-08,747102,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-10,1541010,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-12,2414065,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-15,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-19,847506,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-22,1717592,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-26,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-01-29,713551,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-02,1746190,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-05,2760057,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-09,4078501,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-12,5481817,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-14,6858631,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-16,851602,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-19,1732064,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-23,2868847,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-02-26,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-02,911052,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-05,890599,1,2,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-09,853224,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-12,1725382,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-14,2583601,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-16,3539093,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-19,4864495,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-23,6583902,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-26,8608556,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-03-30,3826437,1,3,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-02,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-06,864863,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-09,1737652,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-11,659761,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-13,1402602,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-16,2334722,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-20,871000,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-23,1648621,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-27,2718281,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-04-30,3861052,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-04,805909,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-07,1679244,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-09,2533788,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-11,3461930,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-14,4713449,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-18,828350,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-21,1658836,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-25,2730341,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-05-28,3875638,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-01,5210747,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-04,400000,1,3,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-08,600000,1,2,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-11,654339,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-13,1373464,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-15,665856,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-18,1478351,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-22,2415499,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-25,3444625,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-06-29,4788832,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-02,6314286,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-06,8268329,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-09,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-11,633618,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-13,1345904,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-16,2256283,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-20,3463092,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-23,4717544,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-25,625847,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-27,1312677,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-07-30,2196683,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-03,3434534,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-06,4720140,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-08,630745,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-10,1322047,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-13,2211582,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-17,3337372,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-20,4620243,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-22,5851294,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-24,7257569,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-27,9682498,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-08-31,886735,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-03,1755480,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-05,2554697,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-07,3446514,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-10,4678163,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-14,837907,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-17,1670665,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-19,2436452,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-21,3289865,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-24,4465365,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-09-28,6028613,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-01,7832938,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-03,633073,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-05,1332180,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-08,1115888,1,2,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-12,807043,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-15,1630983,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-17,2394118,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-19,3259580,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-22,4459759,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-26,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-29,675945,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-10-31,1446028,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-02,607004,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-05,1426324,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-09,2474169,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-12,3548759,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-14,621778,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-16,1320165,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-19,2187647,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-23,3321840,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-26,4538009,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-28,5700898,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-11-30,769990,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-03,1612735,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-07,2691011,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-10,3715801,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-12,4768158,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-14,738428,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-17,1571189,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-21,839470,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-24,1928113,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-26,513598,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-28,1222051,0,,win2day:NN_W2D_STAT_Lotto_2025.csv
2025-12-31,2510640,1,1,win2day:NN_W2D_STAT_Lotto_2025.csv
2026-01-04,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-07,690345,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-09,1372155,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-11,2116563,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-14,3143389,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-18,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-21,674581,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-23,1341734,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-25,2067546,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-01-28,3082859,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-01,4503021,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-04,6143677,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-06,644168,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-08,1338379,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-11,2228625,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-15,3444866,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-18,4720097,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-20,2951543,1,2,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-22,736268,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-02-25,1533309,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-01,2592415,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-04,3688552,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-06,4750787,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-08,5894067,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-11,7712071,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-15,831062,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-18,1641506,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-20,585347,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-22,1300000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-25,645908,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-03-29,1511198,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-01,1200000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-03,612503,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-05,1300000,1,1,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-08,602920,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-12,1471085,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-15,783599,1,3,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-17,565720,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-19,1207776,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
2026-04-22,2025759,0,,win2day:NN_W2D_STAT_Lotto_2026.csv
